##  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_049974945.1	PRJNA224116	SAMN47943640	JBNGCU000000000.1	na	3101522	3101522	Methanocrinis sp.	na	E05-008	latest	Scaffold	Major	Full	2025-04-28	ASM4997494v1	Research Center of Biotechnology RAS	GCA_049974945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/049/974/945/GCF_049974945.1_ASM4997494v1	derived from metagenome	na	na	haploid	archaea	1938880	1935770	59.500000	0	193	225	NCBI RefSeq	GCF_049974945.1-RS_2025_05_14	2025-05-14	2096	2001	41	na
GCF_036418315.1	PRJNA224116	SAMN38799171	JAZHPG000000000.1	na	3107927	3107927	Salarchaeum sp. III	strain=III	na	latest	Contig	Major	Full	2024-02-06	ASM3641831v1	Addis Ababa Science and Technology University	GCA_036418315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/418/315/GCF_036418315.1_ASM3641831v1	na	na	na	haploid	archaea	2720691	2720691	65.500000	0	27	27	NCBI RefSeq	GCF_036418315.1-RS_2025_08_25	2025-08-25	3038	2932	51	na
GCF_037031165.1	PRJNA224116	SAMN38877003	JAYEZL000000000.1	reference genome	3108497	3108497	Halobacterium yunchengense	strain=YCN1	na	latest	Contig	Major	Full	2024-03-05	ASM3703116v1	Jiangsu University	GCA_037031165.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/031/165/GCF_037031165.1_ASM3703116v1	na	assembly from type material	na	haploid	archaea	3254117	3254117	70.500000	0	7	7	NCBI RefSeq	GCF_037031165.1-RS_2025_03_07	2025-03-07	3358	3288	53	na
GCF_037031205.1	PRJNA224116	SAMN38877309	JAYEZM000000000.1	reference genome	3108498	3108498	Natronomonas amylolytica	strain=YCN58	na	latest	Contig	Major	Full	2024-03-05	ASM3703120v1	Jiangsu University	GCA_037031205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/031/205/GCF_037031205.1_ASM3703120v1	na	assembly from type material	na	haploid	archaea	3175712	3175712	64.000000	0	18	18	NCBI RefSeq	GCF_037031205.1-RS_2025_03_07	2025-03-07	3374	3259	49	na
GCF_037031225.1	PRJNA224116	SAMN38878123	JAYEZN000000000.1	reference genome	3108499	3108499	Halorientalis halophila	strain=LT38	na	latest	Contig	Major	Full	2024-03-05	ASM3703122v1	Jiangsu University	GCA_037031225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/031/225/GCF_037031225.1_ASM3703122v1	na	assembly from type material	na	haploid	archaea	3580817	3580817	67.500000	0	2	2	NCBI RefSeq	GCF_037031225.1-RS_2025_03_07	2025-03-07	3713	3643	52	na
GCF_037031285.1	PRJNA224116	SAMN38878163	JAYEZO000000000.1	reference genome	3108500	3108500	Halobellus salinisoli	strain=LT62	na	latest	Contig	Major	Full	2024-03-05	ASM3703128v1	Jiangsu University	GCA_037031285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/031/285/GCF_037031285.1_ASM3703128v1	na	assembly from type material	na	haploid	archaea	3229908	3229908	64.000000	0	3	3	NCBI RefSeq	GCF_037031285.1-RS_2025_05_12	2025-05-12	3164	3041	56	na
GCF_035621495.1	PRJNA224116	SAMN39200039	na	na	3111325	3111325	Thermococcus sp. SY098	strain=SY098	na	latest	Complete Genome	Major	Full	2024-01-14	ASM3562149v1	Institute of Deep-Sea Science and Engineering, CAS	GCA_035621495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/621/495/GCF_035621495.1_ASM3562149v1	na	na	na	haploid	archaea	2033621	2033621	41.500000	1	1	1	NCBI RefSeq	GCF_035621495.1-RS_2025_03_25	2025-03-25	2297	2234	52	na
GCF_037078405.1	PRJNA224116	SAMN39222309	JAYMGZ000000000.1	reference genome	3111453	3111453	Haloarcula brevis	strain=DT43	na	latest	Contig	Major	Full	2024-03-08	ASM3707840v1	Jiangsu University	GCA_037078405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/078/405/GCF_037078405.1_ASM3707840v1	na	assembly from type material	na	haploid	archaea	3753822	3753822	65.500000	0	19	19	NCBI RefSeq	GCF_037078405.1-RS_2025_12_02	2025-12-02	3867	3753	60	na
GCF_037078445.1	PRJNA224116	SAMN39222439	JAYMGY000000000.1	na	3111454	3111454	Haloarcula sp. CGMCC 1.2071	strain=CGMCC 1.2071	na	latest	Contig	Major	Full	2024-03-08	ASM3707844v1	Jiangsu University	GCA_037078445.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/078/445/GCF_037078445.1_ASM3707844v1	na	na	na	haploid	archaea	4146258	4146258	62.000000	0	65	65	NCBI RefSeq	GCF_037078445.1-RS_2025_08_26	2025-08-26	4263	4087	82	na
GCF_037078395.1	PRJNA224116	SAMN39222711	JAYMGX000000000.1	na	3111455	3111455	Haloarcula sp. CGMCC 1.6347	strain=CGMCC 1.6347	na	latest	Contig	Major	Full	2024-03-08	ASM3707839v1	Jiangsu University	GCA_037078395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/078/395/GCF_037078395.1_ASM3707839v1	na	na	na	haploid	archaea	3852736	3852736	62.500000	0	12	12	NCBI RefSeq	GCF_037078395.1-RS_2025_08_26	2025-08-26	3971	3862	61	na
GCF_035666295.1	PRJNA224116	SAMN39225907	na	reference genome	3111776	3111776	Haloarcula montana	strain=GH36	na	latest	Complete Genome	Major	Full	2024-01-16	ASM3566629v1	Jiangsu University	GCA_035666295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/666/295/GCF_035666295.1_ASM3566629v1	na	assembly from type material	na	haploid	archaea	3749431	3749431	64.000000	3	3	3	NCBI RefSeq	GCF_035666295.1-RS_2025_06_29	2025-06-29	3915	3810	53	na
GCF_035656455.1	PRJNA224116	SAMN39226923	JAYMGA000000000.1	reference genome	3111777	3111777	Haloarcula sediminis	strain=CK38	na	latest	Contig	Major	Full	2024-01-15	ASM3565645v1	Jiangsu University	GCA_035656455.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/656/455/GCF_035656455.1_ASM3565645v1	na	assembly from type material	na	haploid	archaea	3585760	3585760	65.000000	0	32	32	NCBI RefSeq	GCF_035656455.1-RS_2025_12_02	2025-12-02	3705	3590	60	na
GCF_037081715.1	PRJNA224116	SAMN39596211	JAZDDH000000000.1	reference genome	3116651	3116651	Halalkalicoccus ordinarius	strain=CG83	na	latest	Contig	Major	Full	2024-03-08	ASM3708171v1	Jiangsu University	GCA_037081715.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/081/715/GCF_037081715.1_ASM3708171v1	na	assembly from type material	na	haploid	archaea	3639842	3639842	65.000000	0	6	6	NCBI RefSeq	GCF_037081715.1-RS_2024_12_22	2024-12-22	3805	3670	53	na
GCF_036584055.1	PRJNA224116	SAMN39626154	na	reference genome	3117459	3117459	Halalkalicoccus salilacus	strain=FCH27	na	latest	Complete Genome	Major	Full	2024-02-13	ASM3658405v1	Jiangsu University	GCA_036584055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/584/055/GCF_036584055.1_ASM3658405v1	na	assembly from type material	na	haploid	archaea	4276665	4276665	63.500000	4	4	4	NCBI RefSeq	GCF_036584055.1-RS_2024_12_22	2024-12-22	4442	4236	57	na
GCF_037081695.1	PRJNA224116	SAMN39596246	JAZDDI000000000.1	na	3117459	3117459	Halalkalicoccus salilacus	strain=SEDH24	na	latest	Contig	Major	Full	2024-03-08	ASM3708169v1	Jiangsu University	GCA_037081695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/081/695/GCF_037081695.1_ASM3708169v1	na	na	na	haploid	archaea	4158002	4158002	63.500000	0	14	14	NCBI RefSeq	GCF_037081695.1-RS_2024_12_17	2024-12-17	4335	4153	55	na
GCF_036429475.1	PRJNA224116	SAMN39661705	na	reference genome	3117733	3117733	Natronorarus salvus	strain=CGA53	na	latest	Complete Genome	Major	Full	2024-02-07	ASM3642947v1	Jiangsu University	GCA_036429475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/429/475/GCF_036429475.1_ASM3642947v1	na	assembly from type material	na	haploid	archaea	4035917	4035917	65.500000	2	2	2	NCBI RefSeq	GCF_036429475.1-RS_2024_12_22	2024-12-22	4214	4052	53	na
GCF_036689885.1	PRJNA224116	SAMN39926785	JBAHVW000000000.1	na	3120514	3120514	Haladaptatus sp. CMSO5	strain=CMSO5	na	latest	Contig	Major	Full	2024-02-18	ASM3668988v1	Jiangsu University	GCA_036689885.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/689/885/GCF_036689885.1_ASM3668988v1	na	na	na	haploid	archaea	3244950	3244950	60.500000	0	3	3	NCBI RefSeq	GCF_036689885.1-RS_2025_08_26	2025-08-26	3432	3363	52	na
GCF_037081775.1	PRJNA224116	SAMN39926794	JBAMHQ000000000.1	na	3120515	3120515	Haladaptatus sp. ZSTT2	strain=ZSTT2	na	latest	Contig	Major	Full	2024-03-08	ASM3708177v1	Jiangsu University	GCA_037081775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/081/775/GCF_037081775.1_ASM3708177v1	na	na	na	haploid	archaea	3230757	3230757	60.500000	0	4	4	NCBI RefSeq	GCF_037081775.1-RS_2025_08_26	2025-08-26	3432	3358	52	na
GCF_037198285.1	PRJNA224116	SAMN39930644	na	na	3120516	3120516	Haladaptatus sp. DJG-WS-42	strain=DJG-WS-42	na	latest	Chromosome	Major	Full	2024-04-05	ASM3719828v1	Jiangsu University	GCA_037198285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/198/285/GCF_037198285.1_ASM3719828v1	na	na	na	haploid	archaea	2782431	2782331	60.500000	1	1	1	NCBI RefSeq	GCF_037198285.1-RS_2024_04_05	2024-04-05	2999	2943	51	na
GCF_049568665.1	PRJNA224116	SAMN39948514	na	na	3121295	3121295	Haladaptatus sp. SPP-AMP-3	strain=SPP-AMP-3	na	latest	Complete Genome	Major	Full	2025-04-15	ASM4956866v1	CSIR-IMTECH	GCA_049568665.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/049/568/665/GCF_049568665.1_ASM4956866v1	na	na	na	haploid	archaea	4904618	4904618	61.000000	7	7	7	NCBI RefSeq	GCF_049568665.1-RS_2025_04_15	2025-04-15	4955	4842	58	na
GCF_045690305.1	PRJNA224116	SAMN40100717	na	na	3125781	3125781	Methanolobus sp. ZRKC1	strain=ZRKC1	na	latest	Complete Genome	Major	Full	2024-12-06	ASM4569030v1	Institute of oceanology	GCA_045690305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/045/690/305/GCF_045690305.1_ASM4569030v1	na	na	na	haploid	archaea	3214601	3214601	39.500000	1	1	1	NCBI RefSeq	GCF_045690305.1-RS_2024_12_05	2024-12-05	3048	2972	61	na
GCF_045690315.1	PRJNA224116	SAMN40100958	na	na	3125782	3125782	Methanolobus sp. WCC1	strain=WCC1	na	latest	Complete Genome	Major	Full	2024-12-06	ASM4569031v1	Institute of oceanology	GCA_045690315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/045/690/315/GCF_045690315.1_ASM4569031v1	na	na	na	haploid	archaea	3214591	3214591	39.500000	1	1	1	NCBI RefSeq	GCF_045690315.1-RS_2024_12_05	2024-12-05	3051	2974	61	na
GCF_045291185.1	PRJNA224116	SAMN40100960	na	na	3125783	3125783	Methanolobus sp. ZRKC2	strain=ZRKC2	na	latest	Complete Genome	Major	Full	2024-11-26	ASM4529118v1	Institute of oceanology	GCA_045291185.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/045/291/185/GCF_045291185.1_ASM4529118v1	na	na	na	haploid	archaea	2914446	2914446	41.500000	1	1	1	NCBI RefSeq	GCF_045291185.1-RS_2024_11_26	2024-11-26	2805	2727	59	na
GCF_038022665.1	PRJNA224116	SAMN40100961	na	na	3125784	3125784	Methanolobus sp. WCC4	strain=WCC4	na	latest	Complete Genome	Major	Full	2024-04-09	ASM3802266v1	Institute of oceanology	GCA_038022665.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/022/665/GCF_038022665.1_ASM3802266v1	na	na	na	haploid	archaea	2851899	2851899	44.000000	1	1	1	NCBI RefSeq	GCF_038022665.1-RS_2024_04_09	2024-04-09	2714	2630	68	na
GCF_045690325.1	PRJNA224116	SAMN40100969	na	na	3125785	3125785	Methanolobus sp. WCC5	strain=WCC5	na	latest	Complete Genome	Major	Full	2024-12-06	ASM4569032v1	Institute of oceanology	GCA_045690325.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/045/690/325/GCF_045690325.1_ASM4569032v1	na	na	na	haploid	archaea	2889260	2889260	43.500000	1	1	1	NCBI RefSeq	GCF_045690325.1-RS_2024_12_05	2024-12-05	2801	2708	63	na
GCF_045291275.1	PRJNA224116	SAMN40100973	na	na	3125786	3125786	Methanolobus sp. ZRKC3	strain=ZRKC3	na	latest	Complete Genome	Major	Full	2024-11-26	ASM4529127v1	Institute of oceanology	GCA_045291275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/045/291/275/GCF_045291275.1_ASM4529127v1	na	na	na	haploid	archaea	2749860	2749860	42.000000	1	1	1	NCBI RefSeq	GCF_045291275.1-RS_2024_11_26	2024-11-26	2829	2720	78	na
GCF_045291305.1	PRJNA224116	SAMN40100974	na	na	3125787	3125787	Methanolobus sp. ZRKC4	strain=ZRKC4	na	latest	Complete Genome	Major	Full	2024-11-26	ASM4529130v1	Institute of oceanology	GCA_045291305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/045/291/305/GCF_045291305.1_ASM4529130v1	na	na	na	haploid	archaea	3077071	3077071	40.500000	1	1	1	NCBI RefSeq	GCF_045291305.1-RS_2024_11_26	2024-11-26	3019	2884	65	na
GCF_037080055.1	PRJNA224116	SAMN40196327	JBAOJI000000000.1	na	3126691	3126691	Halovenus sp. HT40	strain=HT40	na	latest	Scaffold	Major	Full	2024-03-08	ASM3708005v1	Anhui Normal University	GCA_037080055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/080/055/GCF_037080055.1_ASM3708005v1	na	na	na	haploid	archaea	3736331	3736041	60.500000	0	23	26	NCBI RefSeq	GCF_037080055.1-RS_2025_08_26	2025-08-26	3799	3686	56	na
GCF_045690335.1	PRJNA224116	SAMN40213700	na	na	3127120	3127120	Haloplanus sp. GX21	strain=GX21	na	latest	Complete Genome	Major	Full	2024-12-06	ASM4569033v1	Jiangsu University	GCA_045690335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/045/690/335/GCF_045690335.1_ASM4569033v1	na	na	na	haploid	archaea	3506409	3506409	66.000000	3	3	3	NCBI RefSeq	GCF_045690335.1-RS_2024_12_05	2024-12-05	3687	3550	58	na
GCF_037338445.1	PRJNA224116	SAMN40372863	na	reference genome	3131993	3131993	Salinibaculum marinum	strain=SYNS191	na	latest	Complete Genome	Major	Full	2024-04-05	ASM3733844v1	Jiangsu University	GCA_037338445.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/338/445/GCF_037338445.1_ASM3733844v1	na	assembly from type material	na	haploid	archaea	4177682	4177682	65.000000	3	3	3	NCBI RefSeq	GCF_037338445.1-RS_2025_03_02	2025-03-02	4322	4191	53	na
GCF_037645885.1	PRJNA224116	SAMN40373478	JBBENW000000000.1	reference genome	3131996	3131996	Salinibaculum salinum	strain=YCN56	na	latest	Contig	Major	Full	2024-03-26	ASM3764588v1	Jiangsu University	GCA_037645885.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/645/885/GCF_037645885.1_ASM3764588v1	na	assembly from type material	na	haploid	archaea	3663852	3663852	61.000000	0	52	52	NCBI RefSeq	GCF_037645885.1-RS_2025_03_02	2025-03-02	3759	3608	67	na
GCF_037335815.1	PRJNA224116	SAMN40373061	na	reference genome	3131999	3131999	Salinirubellus litoreus	strain=SYNS196	na	latest	Complete Genome	Major	Full	2024-04-05	ASM3733581v1	Jiangsu University	GCA_037335815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/335/815/GCF_037335815.1_ASM3733581v1	na	assembly from type material	na	haploid	archaea	5327573	5327573	67.500000	3	3	3	NCBI RefSeq	GCF_037335815.1-RS_2025_03_02	2025-03-02	5268	5043	55	na
GCF_037914945.1	PRJNA224116	SAMN40431951	na	reference genome	3132747	3132747	Haloterrigena salinisoli	strain=KLK7	na	latest	Complete Genome	Major	Full	2024-04-06	ASM3791494v1	Jiangsu University	GCA_037914945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/914/945/GCF_037914945.1_ASM3791494v1	na	assembly from type material	na	haploid	archaea	4641606	4641606	65.000000	5	5	5	NCBI RefSeq	GCF_037914945.1-RS_2024_12_02	2024-12-02	4513	4366	65	na
GCF_037389425.1	PRJNA224116	SAMN37693830	JBBHKR000000000.1	na	3133134	3133134	Stygiolobus sp. CP850M	strain=CP850M	na	latest	Contig	Major	Full	2024-03-19	ASM3738942v1	Montana State University	GCA_037389425.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/389/425/GCF_037389425.1_ASM3738942v1	na	na	na	haploid	archaea	2332865	2332865	38.000000	0	108	108	NCBI RefSeq	GCF_037389425.1-RS_2025_08_27	2025-08-27	2720	2509	49	na
GCF_037389975.1	PRJNA224116	SAMN37693831	JBBHKS000000000.1	na	3133135	3133135	Stygiolobus sp. CP859M	strain=CP859M	na	latest	Contig	Major	Full	2024-03-19	ASM3738997v1	Montana State University	GCA_037389975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/389/975/GCF_037389975.1_ASM3738997v1	na	na	na	haploid	archaea	2352648	2352648	38.500000	0	25	25	NCBI RefSeq	GCF_037389975.1-RS_2025_08_27	2025-08-27	2650	2430	51	na
GCF_037389335.1	PRJNA224116	SAMN37693832	JBBHKT000000000.1	na	3133136	3133136	Stygiolobus sp. CP8521M	strain=CP8521M	na	latest	Contig	Major	Full	2024-03-19	ASM3738933v1	Montana State University	GCA_037389335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/389/335/GCF_037389335.1_ASM3738933v1	na	na	na	haploid	archaea	2329099	2329099	38.500000	0	28	28	NCBI RefSeq	GCF_037389335.1-RS_2025_08_27	2025-08-27	2634	2415	51	na
GCF_037389295.1	PRJNA224116	SAMN37693833	JBBHKU000000000.1	na	3133137	3133137	Stygiolobus sp. RP850M	strain=RP850M	na	latest	Contig	Major	Full	2024-03-19	ASM3738929v1	Montana State University	GCA_037389295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/389/295/GCF_037389295.1_ASM3738929v1	na	na	na	haploid	archaea	1891912	1891912	38.500000	0	74	74	NCBI RefSeq	GCF_037389295.1-RS_2025_08_27	2025-08-27	2259	2059	41	na
GCF_051131135.1	PRJNA224116	SAMN40619095	na	na	3136289	3136289	Thermogladius sp. KZ2Tp1	strain=KZ2Tp1	na	latest	Complete Genome	Major	Full	2025-06-29	ASM5113113v1	Research Center of Biotechnology RAS	GCA_051131135.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/131/135/GCF_051131135.1_ASM5113113v1	na	na	na	haploid	archaea	1326527	1326527	56.500000	1	1	1	NCBI RefSeq	GCF_051131135.1-RS_2025_06_28	2025-06-28	1447	1391	51	na
GCF_038446525.1	PRJNA224116	SAMN40697890	na	na	3136295	3136295	Methanolobus sp. ZRKC5	strain=ZRKC5	na	latest	Complete Genome	Major	Full	2024-04-26	ASM3844652v1	Institute of oceanology	GCA_038446525.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/446/525/GCF_038446525.1_ASM3844652v1	na	na	na	haploid	archaea	3053834	3053834	40.000000	1	1	1	NCBI RefSeq	GCF_038446525.1-RS_2024_04_25	2024-04-25	2940	2816	64	na
GCF_038432375.1	PRJNA224116	SAMN40704557	JBCAUS000000000.1	reference genome	3136559	3136559	Methanococcoides cohabitans	strain=LMO-2	na	latest	Contig	Major	Full	2024-04-23	ASM3843237v1	Shanghai Jiao Tong University	GCA_038432375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/432/375/GCF_038432375.1_ASM3843237v1	na	assembly from type material	na	haploid	archaea	2310830	2310830	44.500000	0	14	14	NCBI RefSeq	GCF_038432375.1-RS_2025_03_09	2025-03-09	2325	2242	63	na
GCF_049075655.1	PRJNA224116	SAMN41522578	na	na	3156486	3156486	Methanothermococcus sp. Ax23	strain=Ax23	na	latest	Complete Genome	Major	Full	2025-04-03	Ax23	University of Massachusetts Amherst	GCA_049075655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/049/075/655/GCF_049075655.1_Ax23	na	na	na	haploid	archaea	1670680	1670680	32.000000	2	2	2	NCBI RefSeq	GCF_049075655.1-RS_2025_03_28	2025-03-28	1742	1664	47	na
GCF_040435975.1	PRJNA224116	SAMN41842361	na	na	3166650	3166650	Halobacterium sp. NMX12-1	strain=NMX12-1	na	latest	Complete Genome	Major	Full	2024-07-02	ASM4043597v1	University of Maryland	GCA_040435975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/435/975/GCF_040435975.1_ASM4043597v1	na	na	na	haploid	archaea	3202037	3202037	66.500000	6	6	6	NCBI RefSeq	GCF_040435975.1-RS_2024_07_02	2024-07-02	3487	3369	64	na
GCF_047501175.1	PRJNA224116	SAMN39893023	JBEQWH000000000.1	na	3228838	3228838	Candidatus Methanoprimaticola sp. MG2	strain=MG2	na	latest	Contig	Major	Full	2025-02-06	ASM4750117v1	University of Queensland	GCA_047501175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/501/175/GCF_047501175.1_ASM4750117v1	na	na	na	haploid	archaea	1966990	1966990	58.000000	0	33	33	NCBI RefSeq	GCF_047501175.1-RS_2025_02_07	2025-02-07	1922	1826	54	na
GCF_047495555.1	PRJNA224116	SAMN43022440	na	na	3240853	3240853	Methanobacterium sp. ACI-7	strain=ACI-7	na	latest	Complete Genome	Major	Full	2025-02-07	ASM4749555v1	University of Nebraska-Lincoln	GCA_047495555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/495/555/GCF_047495555.1_ASM4749555v1	na	na	na	haploid	archaea	2239949	2239949	32.000000	1	1	1	NCBI RefSeq	GCF_047495555.1-RS_2025_02_07	2025-02-07	2411	2360	45	na
GCF_041228365.1	PRJNA224116	SAMN42723707	na	na	3240977	3240977	Methanothermobacter sp. KEPCO 2	strain=KEPCO 2	na	latest	Complete Genome	Major	Full	2024-08-14	ASM4122836v1	SBCP LAB, HANYANG UNIVERSITY	GCA_041228365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/228/365/GCF_041228365.1_ASM4122836v1	na	na	na	haploid	archaea	1722552	1722552	48.500000	1	1	1	NCBI RefSeq	GCF_041228365.1-RS_2024_08_14	2024-08-14	1828	1760	50	na
GCF_041530035.1	PRJNA224116	SAMN43101852	na	na	3242663	3242663	Halomicrobium sp. HM KBTZ05	strain=HM KBTZ05	na	latest	Complete Genome	Major	Full	2024-08-29	ASM4153003v1	Nazarbayev University	GCA_041530035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/530/035/GCF_041530035.1_ASM4153003v1	na	na	na	haploid	archaea	3256764	3256764	66.000000	2	2	2	NCBI RefSeq	GCF_041530035.1-RS_2024_08_29	2024-08-29	3348	3265	59	na
GCF_041821145.1	PRJNA224116	SAMN43145790	JBGUBC000000000.1	na	3242697	3242697	Halopenitus sp. H-Gu1	strain=H-Gu1	na	latest	Contig	Major	Full	2024-09-06	ASM4182114v1	Research Center of Biotechnology RAS	GCA_041821145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/821/145/GCF_041821145.1_ASM4182114v1	na	na	na	haploid	archaea	3235069	3235069	61.500000	1	71	71	NCBI RefSeq	GCF_041821145.1-RS_2024_09_07	2024-09-07	3238	3111	53	na
GCF_041821125.1	PRJNA224116	SAMN43145791	JBGUBB000000000.1	na	3242698	3242698	Natronorubrum sp. A-ect3	strain=A-ect3	na	latest	Contig	Major	Full	2024-09-06	ASM4182112v1	Research Center of Biotechnology RAS	GCA_041821125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/821/125/GCF_041821125.1_ASM4182112v1	na	na	na	haploid	archaea	4122811	4122811	60.500000	0	29	29	NCBI RefSeq	GCF_041821125.1-RS_2024_09_07	2024-09-07	4029	3916	52	na
GCF_041894845.1	PRJNA224116	SAMN43145792	JBHDYC000000000.1	na	3242699	3242699	Natrinema sp. H-ect4	strain=H-ect4	na	latest	Contig	Major	Full	2024-09-10	ASM4189484v1	Research Center of Biotechnology RAS	GCA_041894845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/894/845/GCF_041894845.1_ASM4189484v1	na	na	na	haploid	archaea	4743761	4743761	62.500000	2	57	57	NCBI RefSeq	GCF_041894845.1-RS_2024_09_11	2024-09-11	4756	4542	65	na
GCF_041821105.1	PRJNA224116	SAMN43145793	JBGUBA000000000.1	na	3242700	3242700	Natrinema sp. H-ect1	strain=H-ect1	na	latest	Contig	Major	Full	2024-09-06	ASM4182110v1	Research Center of Biotechnology RAS	GCA_041821105.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/821/105/GCF_041821105.1_ASM4182110v1	na	na	na	haploid	archaea	3856892	3856892	65.000000	0	27	27	NCBI RefSeq	GCF_041821105.1-RS_2024_09_07	2024-09-07	3890	3789	52	na
